$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
iqr,mu,1.39367468,80,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,8086.831077
iqr,mu,1.39367468,90,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5634.200414
iqr,mu,1.39367468,90,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6269.059807
iqr,mu,1.39367468,90,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6865.110051
iqr,mu,1.39367468,90,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7675.266933
iqr,mu,1.39367468,100,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5568.829237
iqr,mu,1.39367468,100,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6132.612516
iqr,mu,1.39367468,100,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6653.177091
iqr,mu,1.39367468,100,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7360.541412
iqr,mu,1.39367468,100,100,1,500,613,4,3000,8192,10000,1000000,1000000,13.10022201,0.1,8096.327753
iqr,mu,1.39367468,20,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,8245.202118
iqr,mu,1.39367468,30,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,7043.312444
iqr,mu,1.39367468,40,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6491.092865
iqr,mu,1.39367468,40,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,8191.726182
iqr,mu,1.39367468,50,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6173.86034
iqr,mu,1.39367468,50,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,7449.487535
iqr,mu,1.39367468,60,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5967.937474
iqr,mu,1.39367468,60,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6987.338943
iqr,mu,1.39367468,60,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,8030.741333
iqr,mu,1.39367468,70,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5823.484119
iqr,mu,1.39367468,70,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6671.90419
iqr,mu,1.39367468,70,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7508.216966
iqr,mu,1.39367468,80,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5716.551117
iqr,mu,1.39367468,80,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6442.889918
iqr,mu,1.39367468,80,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7139.376235
iqr,mu,1.39367468,80,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,8086.831077
iqr,mu,1.39367468,90,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5634.200414
iqr,mu,1.39367468,90,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6269.059807
iqr,mu,1.39367468,90,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6865.110051
iqr,mu,1.39367468,90,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7675.266933
iqr,mu,1.39367468,100,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5568.829237
iqr,mu,1.39367468,100,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6132.612516
iqr,mu,1.39367468,100,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6653.177091
iqr,mu,1.39367468,100,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7360.541412
iqr,mu,1.39367468,100,100,1,500,613,4,4000,8192,10000,1000000,1000000,13.02650779,0.1,8096.327753
iqr,rs,1.39367468,20,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809795,0.142218019,6937.096923
iqr,rs,1.39367468,30,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744475007,0.1401936,6094.924348
iqr,rs,1.39367468,40,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.869255543,0.115691349,5763.159394
iqr,rs,1.39367468,40,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.844100586,0.106314063,6680.682963
iqr,rs,1.39367468,50,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.984634146,0.123221663,5585.703721
iqr,rs,1.39367468,50,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.838842793,0.106505385,6767.014595
iqr,rs,1.39367468,60,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744814675,0.142231587,5475.212453
iqr,rs,1.39367468,60,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.732447323,0.105968311,5356.382791
iqr,rs,1.39367468,60,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.4242593,0.10791794,7209.139512
iqr,rs,1.39367468,70,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.98853394,0.115436282,5399.797778
iqr,rs,1.39367468,70,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.85018165,0.099317151,5899.42
iqr,rs,1.39367468,70,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.4179859,0.116791922,6469.453333
iqr,rs,1.39367468,80,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.743805989,0.133355149,5345.044658
iqr,rs,1.39367468,80,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.600737874,0.099558327,5313.144615
iqr,rs,1.39367468,80,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.43880843,0.096812642,6009.376667
iqr,rs,1.39367468,80,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.94030112,0.105404094,6136.46898
iqr,rs,1.39367468,90,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744138007,0.137873826,5303.48506
iqr,rs,1.39367468,90,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.483486022,0.107516909,5404.74
iqr,rs,1.39367468,90,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.31576975,0.109362341,6079.481429
iqr,rs,1.39367468,90,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.66975253,0.125192006,5528.861379
iqr,rs,1.39367468,100,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.844105457,0.193332761,5270.863011
iqr,rs,1.39367468,100,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.838353293,0.11401026,5585.703721
iqr,rs,1.39367468,100,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.43966481,0.091981103,5904.317436
iqr,rs,1.39367468,100,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.81670132,0.10640455,5662.15913
iqr,rs,1.39367468,100,100,1,2500,870,2,2660,4096,10000,1000000,1000000,18.92186972,0.123257958,6143.052258
iqr,rs,1.39367468,20,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687268649,0.1,7514.02
iqr,rs,1.39367468,30,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687268937,0.1,6547.127692
iqr,rs,1.39367468,40,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687268352,0.1,6117.397778
iqr,rs,1.39367468,40,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7892.807879
iqr,rs,1.39367468,50,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687268163,0.1,5874.506957
iqr,rs,1.39367468,50,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7220.085116
iqr,rs,1.39367468,60,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687601835,0.1,5718.362857
iqr,rs,1.39367468,60,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6801.22
iqr,rs,1.39367468,60,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,8214.02
iqr,rs,1.39367468,70,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687269964,0.1,5609.535152
iqr,rs,1.39367468,70,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6515.327937
iqr,rs,1.39367468,70,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7678.366667
iqr,rs,1.39367468,80,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687269964,0.1,5529.346316
iqr,rs,1.39367468,80,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6307.762466
iqr,rs,1.39367468,80,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7295.757143
iqr,rs,1.39367468,80,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20456552,0.1,8195.838182
iqr,rs,1.39367468,90,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687601835,0.1,5467.806047
iqr,rs,1.39367468,90,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6150.212771
iqr,rs,1.39367468,90,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7008.8
iqr,rs,1.39367468,90,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455753,0.1,7612.164
iqr,rs,1.39367468,100,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687268649,0.1,5419.086667
iqr,rs,1.39367468,100,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6026.544731
iqr,rs,1.39367468,100,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,6785.611111
iqr,rs,1.39367468,100,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455753,0.1,7304.862353
iqr,rs,1.39367468,100,100,1,2500,870,4,3000,8192,10000,1000000,1000000,13.89968097,0.1,8206.791084
iqr,rs,1.39367468,20,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,8249.314118
iqr,rs,1.39367468,30,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,7045.901481
iqr,rs,1.39367468,40,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,6492.982162
iqr,rs,1.39367468,40,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,7892.807879
iqr,rs,1.39367468,50,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,6175.34766
iqr,rs,1.39367468,50,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,7220.085116
iqr,rs,1.39367468,60,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5969.16386
iqr,rs,1.39367468,60,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6801.22
iqr,rs,1.39367468,60,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,8177.285306
iqr,rs,1.39367468,70,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5824.527463
iqr,rs,1.39367468,70,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6515.327937
iqr,rs,1.39367468,70,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,7638.779322
iqr,rs,1.39367468,80,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5717.458961
iqr,rs,1.39367468,80,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6307.762466
iqr,rs,1.39367468,80,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,7256.362029
iqr,rs,1.39367468,80,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,8090.943077
iqr,rs,1.39367468,90,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5635.003908
iqr,rs,1.39367468,90,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6150.212771
iqr,rs,1.39367468,90,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6970.759241
iqr,rs,1.39367468,90,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7678.830667
iqr,rs,1.39367468,100,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5569.549897
iqr,rs,1.39367468,100,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6026.544731
iqr,rs,1.39367468,100,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6749.336854
iqr,rs,1.39367468,100,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7363.685882
iqr,rs,1.39367468,100,100,1,2500,870,4,4000,8192,10000,1000000,1000000,13.66499079,0.1,8123.776098
iqr,rs,1.39367468,20,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283943397,0.095650815,6813.654286
iqr,rs,1.39367468,30,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284616812,0.095811896,6058.006667
iqr,rs,1.39367468,40,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283942718,0.095646183,5746.857647
iqr,rs,1.39367468,40,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.539541122,0.100338151,6324.236296
iqr,rs,1.39367468,50,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283945337,0.095646183,5577.14
iqr,rs,1.39367468,50,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.538319752,0.108049711,5966.361622
iqr,rs,1.39367468,60,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283945497,0.095646183,5470.280741
iqr,rs,1.39367468,60,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.653839625,0.113682257,6058.006667
iqr,rs,1.39367468,60,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.770727511,0.12089018,7004.684186
iqr,rs,1.39367468,70,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283275933,0.091781143,5396.815
iqr,rs,1.39367468,70,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.658556242,0.108049711,5616.986552
iqr,rs,1.39367468,70,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.906212765,0.099994532,6689.449259
iqr,rs,1.39367468,80,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283947988,0.095561833,5343.204865
iqr,rs,1.39367468,80,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.539654367,0.101354076,5533.707164
iqr,rs,1.39367468,80,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.906131127,0.100138233,6425.488437
iqr,rs,1.39367468,80,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.94074308,0.098235301,6482.485455
iqr,rs,1.39367468,90,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283947988,0.095561833,5302.359048
iqr,rs,1.39367468,90,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.538779942,0.108220981,5464.407532
iqr,rs,1.39367468,90,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.90607194,0.097050473,6249.375616
iqr,rs,1.39367468,90,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.80819979,0.109831501,6387.358182
iqr,rs,1.39367468,100,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.283280507,0.091805793,5270.20383
iqr,rs,1.39367468,100,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.532924458,0.116249759,5577.14
iqr,rs,1.39367468,100,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.777662723,0.104872454,5928.993659
iqr,rs,1.39367468,100,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,13.05946872,0.097266264,5966.361622
iqr,rs,1.39367468,100,100,1,2000,1740,2,2660,4096,10000,1000000,1000000,16.35556032,0.096674212,6813.654286
iqr,rs,1.39367468,20,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299495,0.1,7527.94
iqr,rs,1.39367468,30,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299495,0.1,6555.693846
iqr,rs,1.39367468,40,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,6123.584444
iqr,rs,1.39367468,40,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,8209.758182
iqr,rs,1.39367468,50,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299495,0.1,5879.348696
iqr,rs,1.39367468,50,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,7463.326047
iqr,rs,1.39367468,60,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299495,0.1,5722.34
iqr,rs,1.39367468,60,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6998.566415
iqr,rs,1.39367468,60,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,8089.16449
iqr,rs,1.39367468,70,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299495,0.1,5612.909697
iqr,rs,1.39367468,70,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6681.349524
iqr,rs,1.39367468,70,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7565.594237
iqr,rs,1.39367468,80,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637300622,0.1,5532.276842
iqr,rs,1.39367468,80,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6451.04137
iqr,rs,1.39367468,80,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7193.783478
iqr,rs,1.39367468,80,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,8027.94
iqr,rs,1.39367468,90,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299347,0.1,5470.395814
iqr,rs,1.39367468,90,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6276.229157
iqr,rs,1.39367468,90,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6916.102025
iqr,rs,1.39367468,90,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7624.228
iqr,rs,1.39367468,100,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5421.406667
iqr,rs,1.39367468,100,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6139.010968
iqr,rs,1.39367468,100,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6700.820899
iqr,rs,1.39367468,100,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7315.507059
iqr,rs,1.39367468,100,100,1,2000,1740,4,3000,8192,10000,1000000,1000000,13.65005126,0.1,8220.711084
iqr,rs,1.39367468,20,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,8263.234118
iqr,rs,1.39367468,30,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,7054.665926
iqr,rs,1.39367468,40,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6499.377838
iqr,rs,1.39367468,40,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7906.727879
iqr,rs,1.39367468,50,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6180.382553
iqr,rs,1.39367468,50,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7230.767907
iqr,rs,1.39367468,60,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5973.315439
iqr,rs,1.39367468,60,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6809.88717
iqr,rs,1.39367468,60,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7987.123673
iqr,rs,1.39367468,70,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5828.059403
iqr,rs,1.39367468,70,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6522.619365
iqr,rs,1.39367468,70,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7480.848475
iqr,rs,1.39367468,80,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5720.532208
iqr,rs,1.39367468,80,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6314.055068
iqr,rs,1.39367468,80,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7121.31971
iqr,rs,1.39367468,80,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,8058.24303
iqr,rs,1.39367468,90,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5637.723908
iqr,rs,1.39367468,90,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6155.747229
iqr,rs,1.39367468,90,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6852.810886
iqr,rs,1.39367468,90,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7655.855789
iqr,rs,1.39367468,100,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5571.989485
iqr,rs,1.39367468,100,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6031.484086
iqr,rs,1.39367468,100,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6644.641124
iqr,rs,1.39367468,100,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7347.046977
iqr,rs,1.39367468,100,100,1,2000,1740,4,4000,8192,10000,1000000,1000000,13.12353537,0.1,8100.229157
iqr,rs,1.39367468,20,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789743,0.091999172,7527.94
iqr,rs,1.39367468,30,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778790697,0.089261171,6555.693846
iqr,rs,1.39367468,40,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778118832,0.08897011,6123.584444
iqr,rs,1.39367468,40,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541051894,0.098731058,7124.714194
iqr,rs,1.39367468,50,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778117659,0.08897011,5879.348696
iqr,rs,1.39367468,50,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541717903,0.098744544,6606.51561
iqr,rs,1.39367468,60,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778120101,0.08893635,5722.34
iqr,rs,1.39367468,60,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.538104843,0.096209738,6291.532157
iqr,rs,1.39367468,60,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533856549,0.1,7736.273333
iqr,rs,1.39367468,70,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778119158,0.08897011,5612.909697
iqr,rs,1.39367468,70,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.536362801,0.096239055,6079.821967
iqr,rs,1.39367468,70,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859551,0.1,7264.51931
iqr,rs,1.39367468,80,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778790402,0.091983448,5532.276842
iqr,rs,1.39367468,80,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540096946,0.092105645,5927.748451
iqr,rs,1.39367468,80,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.53385294,0.1,6931.516471
iqr,rs,1.39367468,80,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55309996,0.1,7646.987619
iqr,rs,1.39367468,90,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778120005,0.08897214,5470.395814
iqr,rs,1.39367468,90,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.536367167,0.097848465,5813.223951
iqr,rs,1.39367468,90,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.53384482,0.1,6510.59974
iqr,rs,1.39367468,90,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55309869,0.1,7284.400274
iqr,rs,1.39367468,100,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789865,0.089294429,5421.406667
iqr,rs,1.39367468,100,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.537034657,0.097816829,5723.86967
iqr,rs,1.39367468,100,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533844986,0.1,6336.97908
iqr,rs,1.39367468,100,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310089,0.1,7009.183373
iqr,rs,1.39367468,100,100,1,1000,1740,2,1860,4096,10000,1000000,1000000,14.2180269,0.098883477,7235.732208
iqr,rs,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
iqr,rs,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
iqr,rs,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
iqr,rs,1.39367468,40,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205677318,0.1,8116.175294
iqr,rs,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
iqr,rs,1.39367468,50,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205672939,0.1,7407.976364
iqr,rs,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
iqr,rs,1.39367468,60,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6962.073333
iqr,rs,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
iqr,rs,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
iqr,rs,1.39367468,70,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205677318,0.1,6655.515
iqr,rs,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667
