$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
iqr,mu,1.39367468,60,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.659840866,0.101266117,6343.107347
iqr,mu,1.39367468,60,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.778048142,0.110616641,7300.667273
iqr,mu,1.39367468,70,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612852,0.095807436,5396.815
iqr,mu,1.39367468,70,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.659840866,0.101266117,6115.478983
iqr,mu,1.39367468,70,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.778048142,0.110616641,6874.636296
iqr,mu,1.39367468,80,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612852,0.095807436,5343.204865
iqr,mu,1.39367468,80,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.659840866,0.101266117,5953.829855
iqr,mu,1.39367468,80,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.778048142,0.110616641,6581.74
iqr,mu,1.39367468,80,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.67963929,0.117107999,7010.698621
iqr,mu,1.39367468,90,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612852,0.095807436,5302.359048
iqr,mu,1.39367468,90,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.659840866,0.101266117,5833.104557
iqr,mu,1.39367468,90,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.778048142,0.110616641,6368.004865
iqr,mu,1.39367468,90,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.67963929,0.117107999,6715.022353
iqr,mu,1.39367468,100,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612852,0.095807436,5270.20383
iqr,mu,1.39367468,100,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.659840866,0.101266117,5739.508539
iqr,mu,1.39367468,100,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.778048142,0.110616641,6205.159048
iqr,mu,1.39367468,100,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.67963929,0.117107999,6495.160513
iqr,mu,1.39367468,100,100,1,2000,1740,2,2660,4096,10000,1000000,1000000,16.22250943,0.10993062,6742.225714
iqr,mu,1.39367468,20,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,7527.94
iqr,mu,1.39367468,30,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,6555.693846
iqr,mu,1.39367468,40,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,6123.584444
iqr,mu,1.39367468,40,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,8209.758182
iqr,mu,1.39367468,50,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5879.348696
iqr,mu,1.39367468,50,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,7463.326047
iqr,mu,1.39367468,60,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5722.34
iqr,mu,1.39367468,60,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6998.566415
iqr,mu,1.39367468,60,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,8089.16449
iqr,mu,1.39367468,70,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5612.909697
iqr,mu,1.39367468,70,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6681.349524
iqr,mu,1.39367468,70,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7565.594237
iqr,mu,1.39367468,80,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5532.276842
iqr,mu,1.39367468,80,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6451.04137
iqr,mu,1.39367468,80,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7193.783478
iqr,mu,1.39367468,80,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,8027.94
iqr,mu,1.39367468,90,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5470.395814
iqr,mu,1.39367468,90,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6276.229157
iqr,mu,1.39367468,90,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6916.102025
iqr,mu,1.39367468,90,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7624.228
iqr,mu,1.39367468,100,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5421.406667
iqr,mu,1.39367468,100,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6139.010968
iqr,mu,1.39367468,100,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6700.820899
iqr,mu,1.39367468,100,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7315.507059
iqr,mu,1.39367468,100,100,1,2000,1740,4,3000,8192,10000,1000000,1000000,13.65005126,0.1,8220.711084
iqr,mu,1.39367468,20,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,8263.234118
iqr,mu,1.39367468,30,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,7054.665926
iqr,mu,1.39367468,40,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6499.377838
iqr,mu,1.39367468,40,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7906.727879
iqr,mu,1.39367468,50,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6180.382553
iqr,mu,1.39367468,50,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7230.767907
iqr,mu,1.39367468,60,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5973.315439
iqr,mu,1.39367468,60,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6809.88717
iqr,mu,1.39367468,60,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7987.123673
iqr,mu,1.39367468,70,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5828.059403
iqr,mu,1.39367468,70,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6522.619365
iqr,mu,1.39367468,70,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7480.848475
iqr,mu,1.39367468,80,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5720.532208
iqr,mu,1.39367468,80,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6314.055068
iqr,mu,1.39367468,80,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7121.31971
iqr,mu,1.39367468,80,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,8058.24303
iqr,mu,1.39367468,90,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5637.723908
iqr,mu,1.39367468,90,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6155.747229
iqr,mu,1.39367468,90,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6852.810886
iqr,mu,1.39367468,90,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7655.855789
iqr,mu,1.39367468,100,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5571.989485
iqr,mu,1.39367468,100,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6031.484086
iqr,mu,1.39367468,100,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6644.641124
iqr,mu,1.39367468,100,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7347.046977
iqr,mu,1.39367468,100,100,1,2000,1740,4,4000,8192,10000,1000000,1000000,13.12353537,0.1,8100.229157
iqr,mu,1.39367468,20,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,7527.94
iqr,mu,1.39367468,30,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,6555.693846
iqr,mu,1.39367468,40,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,6123.584444
iqr,mu,1.39367468,40,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,7124.714194
iqr,mu,1.39367468,50,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5879.348696
iqr,mu,1.39367468,50,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,6606.51561
iqr,mu,1.39367468,60,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5722.34
iqr,mu,1.39367468,60,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,6291.532157
iqr,mu,1.39367468,60,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533860935,0.1,7736.273333
iqr,mu,1.39367468,70,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5612.909697
iqr,mu,1.39367468,70,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,6079.821967
iqr,mu,1.39367468,70,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533860935,0.1,7264.51931
iqr,mu,1.39367468,80,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5532.276842
iqr,mu,1.39367468,80,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,5927.748451
iqr,mu,1.39367468,80,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533860935,0.1,6931.516471
iqr,mu,1.39367468,80,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55309936,0.1,7646.987619
iqr,mu,1.39367468,90,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5470.395814
iqr,mu,1.39367468,90,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,5813.223951
iqr,mu,1.39367468,90,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533860935,0.1,6683.898974
iqr,mu,1.39367468,90,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55309936,0.1,7284.400274
iqr,mu,1.39367468,100,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.779457186,0.092219229,5421.406667
iqr,mu,1.39367468,100,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.540471055,0.088029926,5723.86967
iqr,mu,1.39367468,100,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533860935,0.1,6492.558182
iqr,mu,1.39367468,100,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55309936,0.1,7009.183373
iqr,mu,1.39367468,100,100,1,1000,1740,2,1860,4096,10000,1000000,1000000,14.09821517,0.100183516,7496.29443
iqr,mu,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
iqr,mu,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
iqr,mu,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
iqr,mu,1.39367468,40,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,8116.175294
iqr,mu,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
iqr,mu,1.39367468,50,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,7407.976364
iqr,mu,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
iqr,mu,1.39367468,60,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6962.073333
iqr,mu,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
iqr,mu,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
iqr,mu,1.39367468,70,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6655.515
iqr,mu,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667
iqr,mu,1.39367468,80,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5532.276842
iqr,mu,1.39367468,80,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6431.81027
iqr,mu,1.39367468,80,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7305.7
iqr,mu,1.39367468,80,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,8058.24303
iqr,mu,1.39367468,90,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5470.395814
iqr,mu,1.39367468,90,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6261.368571
iqr,mu,1.39367468,90,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7017.5
iqr,mu,1.39367468,90,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7655.855789
iqr,mu,1.39367468,100,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5421.406667
iqr,mu,1.39367468,100,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205680086,0.1,6127.191064
iqr,mu,1.39367468,100,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,6793.344444
iqr,mu,1.39367468,100,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7347.046977
iqr,mu,1.39367468,100,100,1,1000,1740,2,2660,4096,10000,1000000,1000000,13.79672267,0.1,8220.711084
iqr,mu,1.39367468,20,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,8263.234118
iqr,mu,1.39367468,30,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,7054.665926
iqr,mu,1.39367468,40,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6499.377838
iqr,mu,1.39367468,40,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,8209.758182
iqr,mu,1.39367468,50,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6180.382553
iqr,mu,1.39367468,50,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,7463.326047
iqr,mu,1.39367468,60,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5973.315439
iqr,mu,1.39367468,60,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6998.566415
iqr,mu,1.39367468,60,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,8191.205306
iqr,mu,1.39367468,70,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5828.059403
iqr,mu,1.39367468,70,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6681.349524
iqr,mu,1.39367468,70,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7650.34
iqr,mu,1.39367468,80,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5720.532208
iqr,mu,1.39367468,80,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6451.04137
iqr,mu,1.39367468,80,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7266.247246
iqr,mu,1.39367468,80,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,8104.863077
iqr,mu,1.39367468,90,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5637.723908
iqr,mu,1.39367468,90,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6276.229157
iqr,mu,1.39367468,90,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6979.393165
iqr,mu,1.39367468,90,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7690.894667
iqr,mu,1.39367468,100,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5571.989485
iqr,mu,1.39367468,100,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6139.010968
iqr,mu,1.39367468,100,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6757.000674
iqr,mu,1.39367468,100,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7374.330588
iqr,mu,1.39367468,100,100,1,1000,1740,4,3000,8192,10000,1000000,1000000,13.43285772,0.1,8114.359753
iqr,mu,1.39367468,20,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,8263.234118
iqr,mu,1.39367468,30,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,7054.665926
iqr,mu,1.39367468,40,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6499.377838
iqr,mu,1.39367468,40,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,8209.758182
iqr,mu,1.39367468,50,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6180.382553
iqr,mu,1.39367468,50,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,7463.326047
iqr,mu,1.39367468,60,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5973.315439
iqr,mu,1.39367468,60,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6998.566415
iqr,mu,1.39367468,60,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,8089.16449
iqr,mu,1.39367468,70,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5828.059403
iqr,mu,1.39367468,70,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6681.349524
iqr,mu,1.39367468,70,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7565.594237
iqr,mu,1.39367468,80,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5720.532208
iqr,mu,1.39367468,80,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6451.04137
iqr,mu,1.39367468,80,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7193.783478
iqr,mu,1.39367468,80,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,8104.863077
iqr,mu,1.39367468,90,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5637.723908
iqr,mu,1.39367468,90,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6276.229157
iqr,mu,1.39367468,90,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6916.102025
iqr,mu,1.39367468,90,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7690.894667
iqr,mu,1.39367468,100,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5571.989485
iqr,mu,1.39367468,100,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6139.010968
iqr,mu,1.39367468,100,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6700.820899
iqr,mu,1.39367468,100,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7374.330588
iqr,mu,1.39367468,100,100,1,1000,1740,4,4000,8192,10000,1000000,1000000,13.28942663,0.1,8259.647317
iqr,mu,1.39367468,20,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,8245.202118
iqr,mu,1.39367468,30,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,7043.312444
iqr,mu,1.39367468,40,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6491.092865
iqr,mu,1.39367468,40,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7888.695879
iqr,mu,1.39367468,50,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6173.86034
iqr,mu,1.39367468,50,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7216.929395
iqr,mu,1.39367468,60,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5967.937474
iqr,mu,1.39367468,60,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6798.659698
iqr,mu,1.39367468,60,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7969.091673
iqr,mu,1.39367468,70,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5823.484119
iqr,mu,1.39367468,70,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6513.174032
iqr,mu,1.39367468,70,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7465.872746
iqr,mu,1.39367468,80,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5716.551117
iqr,mu,1.39367468,80,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6305.903616
iqr,mu,1.39367468,80,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7108.514377
iqr,mu,1.39367468,80,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7932.984923
iqr,mu,1.39367468,90,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5634.200414
iqr,mu,1.39367468,90,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6148.57788
iqr,mu,1.39367468,90,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6841.626481
iqr,mu,1.39367468,90,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7541.9336
iqr,mu,1.39367468,100,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5568.829237
iqr,mu,1.39367468,100,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6025.085634
iqr,mu,1.39367468,100,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6634.713393
iqr,mu,1.39367468,100,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7242.894353
iqr,mu,1.39367468,100,100,1,500,613,2,1860,4096,10000,1000000,1000000,13.2647722,0.1,7997.712878
iqr,mu,1.39367468,20,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,8245.202118
iqr,mu,1.39367468,30,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,7043.312444
iqr,mu,1.39367468,40,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6491.092865
iqr,mu,1.39367468,40,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,8191.726182
iqr,mu,1.39367468,50,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6173.86034
iqr,mu,1.39367468,50,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,7449.487535
iqr,mu,1.39367468,60,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5967.937474
iqr,mu,1.39367468,60,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6987.338943
iqr,mu,1.39367468,60,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,8030.741333
iqr,mu,1.39367468,70,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5823.484119
iqr,mu,1.39367468,70,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6671.90419
iqr,mu,1.39367468,70,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7508.216966
iqr,mu,1.39367468,80,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5716.551117
iqr,mu,1.39367468,80,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6442.889918
iqr,mu,1.39367468,80,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7139.376235
iqr,mu,1.39367468,80,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,8086.831077
iqr,mu,1.39367468,90,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5634.200414
iqr,mu,1.39367468,90,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6269.059807
iqr,mu,1.39367468,90,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6865.110051
iqr,mu,1.39367468,90,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7675.266933
iqr,mu,1.39367468,100,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5568.829237
iqr,mu,1.39367468,100,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6132.612516
iqr,mu,1.39367468,100,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6653.177091
iqr,mu,1.39367468,100,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7360.541412
iqr,mu,1.39367468,100,100,1,500,613,2,2660,4096,10000,1000000,1000000,13.46277462,0.1,8096.327753
iqr,mu,1.39367468,20,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,8245.202118
iqr,mu,1.39367468,30,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,7043.312444
iqr,mu,1.39367468,40,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6491.092865
iqr,mu,1.39367468,40,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,8191.726182
iqr,mu,1.39367468,50,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6173.86034
iqr,mu,1.39367468,50,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,7449.487535
iqr,mu,1.39367468,60,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5967.937474
iqr,mu,1.39367468,60,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6987.338943
iqr,mu,1.39367468,60,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,8030.741333
iqr,mu,1.39367468,70,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5823.484119
iqr,mu,1.39367468,70,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6671.90419
iqr,mu,1.39367468,70,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7508.216966
iqr,mu,1.39367468,80,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5716.551117
iqr,mu,1.39367468,80,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6442.889918
iqr,mu,1.39367468,80,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7139.376235
